name,label,settlement_id,ward_code,lga_code,children_under5_last_round,consent_to_follow_up
BAN-000668,"BAN-000668  (H. Wada, structure 122)",S01931,W030,LGA04,3,yes
BAN-000669,"BAN-000669  (R. Bala, structure 127)",S01931,W030,LGA04,4,yes
BAN-000670,"BAN-000670  (I. Haru, structure 148)",S01931,W030,LGA04,0,yes
BAN-000671,"BAN-000671  (Y. Nura, structure 239)",S00410,W006,LGA01,3,yes
BAN-000672,"BAN-000672  (B. Kabo, structure 173)",S00410,W006,LGA01,4,yes
BAN-000673,"BAN-000673  (Z. Cham, structure 15)",S01189,W015,LGA01,1,no
BAN-000674,"BAN-000674  (S. Musa, structure 51)",S00929,W012,LGA02,3,yes
BAN-000675,"BAN-000675  (H. Zubi, structure 16)",S00929,W012,LGA02,4,yes
BAN-000676,"BAN-000676  (B. Rabi, structure 204)",S00929,W012,LGA02,4,yes
BAN-000677,"BAN-000677  (U. Lami, structure 175)",S01664,W024,LGA04,2,yes
BAN-000678,"BAN-000678  (K. Tanko, structure 162)",S01664,W024,LGA04,2,yes
BAN-000679,"BAN-000679  (U. Haru, structure 3)",S00956,W013,LGA02,0,yes
BAN-000680,"BAN-000680  (H. Oje, structure 213)",S00956,W013,LGA02,1,yes
BAN-000681,"BAN-000681  (K. Zubi, structure 57)",S01692,W025,LGA04,1,yes
BAN-000682,"BAN-000682  (Z. Sule, structure 173)",S01692,W025,LGA04,1,yes
BAN-000683,"BAN-000683  (B. Pama, structure 180)",S01269,W016,LGA02,0,yes
BAN-000684,"BAN-000684  (M. Sule, structure 192)",S01269,W016,LGA02,4,no
BAN-000685,"BAN-000685  (I. Nura, structure 137)",S01511,W020,LGA01,0,yes
BAN-000686,"BAN-000686  (Z. Nura, structure 146)",S01511,W020,LGA01,1,yes
BAN-000687,"BAN-000687  (A. Nura, structure 238)",S01511,W020,LGA01,0,yes
BAN-000688,"BAN-000688  (I. Nura, structure 205)",S01511,W020,LGA01,4,yes
BAN-000689,"BAN-000689  (F. Ede, structure 204)",S01511,W020,LGA01,2,yes
BAN-000690,"BAN-000690  (Z. Jibo, structure 161)",S01740,W026,LGA03,1,yes
BAN-000691,"BAN-000691  (K. Rabi, structure 21)",S01740,W026,LGA03,0,yes
BAN-000692,"BAN-000692  (U. Lami, structure 206)",S01740,W026,LGA03,0,yes
BAN-000693,"BAN-000693  (K. Haru, structure 141)",S01529,W021,LGA02,1,yes
BAN-000694,"BAN-000694  (R. Yaro, structure 161)",S01529,W021,LGA02,2,no
BAN-000695,"BAN-000695  (S. Kabo, structure 81)",S01529,W021,LGA02,3,yes
BAN-000696,"BAN-000696  (H. Rabi, structure 88)",S01529,W021,LGA02,4,yes
BAN-000697,"BAN-000697  (Z. Wada, structure 120)",S02456,W039,LGA04,4,yes
BAN-000698,"BAN-000698  (S. Yaro, structure 53)",S02456,W039,LGA04,2,no
BAN-000699,"BAN-000699  (U. Oje, structure 192)",S02456,W039,LGA04,1,yes
BAN-000700,"BAN-000700  (A. Oje, structure 26)",S02507,W040,LGA04,3,yes
BAN-000701,"BAN-000701  (B. Gani, structure 211)",S02507,W040,LGA04,0,yes
BAN-000702,"BAN-000702  (Z. Bala, structure 88)",S02507,W040,LGA04,4,yes
BAN-000703,"BAN-000703  (A. Funo, structure 120)",S02507,W040,LGA04,3,yes
BAN-000704,"BAN-000704  (H. Rabi, structure 26)",S02507,W040,LGA04,1,yes
BAN-000705,"BAN-000705  (Y. Haru, structure 95)",S01161,W015,LGA01,0,yes
BAN-000706,"BAN-000706  (U. Abu, structure 116)",S01161,W015,LGA01,4,yes
BAN-000707,"BAN-000707  (K. Sule, structure 171)",S01161,W015,LGA01,0,yes
BAN-000708,"BAN-000708  (S. Lami, structure 146)",S01161,W015,LGA01,1,yes
BAN-000709,"BAN-000709  (K. Abu, structure 200)",S01484,W020,LGA01,0,yes
BAN-000710,"BAN-000710  (I. Rabi, structure 242)",S01360,W018,LGA02,0,yes
BAN-000711,"BAN-000711  (A. Yaro, structure 115)",S01360,W018,LGA02,2,yes
BAN-000712,"BAN-000712  (I. Wada, structure 84)",S00809,W009,LGA02,2,yes
BAN-000713,"BAN-000713  (U. Nura, structure 173)",S02089,W032,LGA04,1,yes
BAN-000714,"BAN-000714  (Z. Rabi, structure 30)",S00985,W013,LGA02,4,yes
BAN-000715,"BAN-000715  (A. Sule, structure 148)",S00985,W013,LGA02,0,yes
BAN-000716,"BAN-000716  (I. Kabo, structure 130)",S01306,W017,LGA03,3,yes
BAN-000717,"BAN-000717  (M. Lami, structure 125)",S01306,W017,LGA03,1,yes
BAN-000718,"BAN-000718  (R. Abu, structure 92)",S00438,W006,LGA01,2,yes
BAN-000719,"BAN-000719  (A. Zubi, structure 92)",S00438,W006,LGA01,1,no
BAN-000720,"BAN-000720  (A. Ede, structure 228)",S00438,W006,LGA01,3,yes
BAN-000721,"BAN-000721  (F. Kabo, structure 84)",S00438,W006,LGA01,1,yes
BAN-000722,"BAN-000722  (S. Dogo, structure 61)",S00569,W007,LGA01,4,yes
BAN-000723,"BAN-000723  (B. Bala, structure 255)",S00569,W007,LGA01,3,yes
BAN-000724,"BAN-000724  (M. Funo, structure 123)",S00813,W009,LGA02,0,yes
BAN-000725,"BAN-000725  (M. Isa, structure 45)",S00813,W009,LGA02,2,yes
BAN-000726,"BAN-000726  (U. Gani, structure 166)",S00813,W009,LGA02,3,yes
BAN-000727,"BAN-000727  (Z. Nura, structure 133)",S00646,W007,LGA01,3,yes
BAN-000728,"BAN-000728  (F. Jibo, structure 103)",S00646,W007,LGA01,1,yes
BAN-000729,"BAN-000729  (M. Dogo, structure 121)",S01449,W020,LGA01,4,yes
BAN-000730,"BAN-000730  (R. Yaro, structure 125)",S02392,W038,LGA03,4,yes
BAN-000731,"BAN-000731  (B. Kabo, structure 210)",S02392,W038,LGA03,0,yes
BAN-000732,"BAN-000732  (R. Tanko, structure 23)",S02392,W038,LGA03,1,no
BAN-000733,"BAN-000733  (B. Tanko, structure 235)",S02392,W038,LGA03,0,yes
BAN-000734,"BAN-000734  (R. Kabo, structure 40)",S02392,W038,LGA03,3,no
BAN-000735,"BAN-000735  (A. Oje, structure 183)",S01636,W024,LGA04,3,yes
BAN-000736,"BAN-000736  (F. Wada, structure 173)",S01636,W024,LGA04,0,yes
BAN-000737,"BAN-000737  (K. Cham, structure 192)",S01636,W024,LGA04,2,yes
BAN-000738,"BAN-000738  (B. Bala, structure 44)",S01636,W024,LGA04,3,yes
BAN-000739,"BAN-000739  (B. Rabi, structure 217)",S02440,W039,LGA04,2,yes
BAN-000740,"BAN-000740  (F. Haru, structure 60)",S02440,W039,LGA04,4,yes
BAN-000741,"BAN-000741  (S. Zubi, structure 7)",S02440,W039,LGA04,4,yes
BAN-000742,"BAN-000742  (M. Rabi, structure 71)",S00312,W003,LGA01,1,yes
BAN-000743,"BAN-000743  (K. Dogo, structure 173)",S00312,W003,LGA01,4,yes
BAN-000744,"BAN-000744  (Z. Funo, structure 44)",S01983,W030,LGA04,4,yes
BAN-000745,"BAN-000745  (M. Sule, structure 214)",S01983,W030,LGA04,4,yes
BAN-000746,"BAN-000746  (Z. Gani, structure 184)",S01983,W030,LGA04,1,yes
BAN-000747,"BAN-000747  (M. Umar, structure 202)",S01983,W030,LGA04,3,yes
BAN-000748,"BAN-000748  (S. Tanko, structure 2)",S00212,W002,LGA01,3,yes
BAN-000749,"BAN-000749  (Z. Yaro, structure 126)",S00758,W008,LGA01,2,yes
BAN-000750,"BAN-000750  (M. Lami, structure 50)",S00758,W008,LGA01,1,yes
BAN-000751,"BAN-000751  (Z. Umar, structure 74)",S00758,W008,LGA01,4,yes
BAN-000752,"BAN-000752  (S. Abu, structure 93)",S01556,W022,LGA03,4,yes
BAN-000753,"BAN-000753  (B. Dogo, structure 88)",S01556,W022,LGA03,1,yes
BAN-000754,"BAN-000754  (H. Wada, structure 52)",S01049,W014,LGA01,4,yes
BAN-000755,"BAN-000755  (S. Jibo, structure 164)",S01049,W014,LGA01,4,yes
BAN-000756,"BAN-000756  (U. Bala, structure 66)",S00913,W011,LGA02,1,yes
BAN-000757,"BAN-000757  (H. Yaro, structure 88)",S00913,W011,LGA02,3,no
BAN-000758,"BAN-000758  (Y. Cham, structure 117)",S02031,W031,LGA03,2,yes
BAN-000759,"BAN-000759  (U. Nura, structure 1)",S02031,W031,LGA03,4,yes
BAN-000760,"BAN-000760  (M. Cham, structure 59)",S02031,W031,LGA03,2,yes
BAN-000761,"BAN-000761  (B. Yaro, structure 80)",S00351,W004,LGA02,4,yes
BAN-000762,"BAN-000762  (Y. Musa, structure 12)",S00509,W006,LGA01,0,yes
BAN-000763,"BAN-000763  (U. Ede, structure 233)",S01262,W016,LGA02,2,yes
BAN-000764,"BAN-000764  (U. Sule, structure 8)",S00863,W010,LGA02,0,yes
BAN-000765,"BAN-000765  (M. Wada, structure 151)",S00863,W010,LGA02,2,yes
BAN-000766,"BAN-000766  (R. Haru, structure 29)",S00863,W010,LGA02,2,yes
BAN-000767,"BAN-000767  (M. Oje, structure 82)",S01778,W027,LGA03,1,yes
BAN-000768,"BAN-000768  (A. Gani, structure 186)",S01778,W027,LGA03,3,yes
BAN-000769,"BAN-000769  (U. Musa, structure 24)",S01778,W027,LGA03,1,yes
BAN-000770,"BAN-000770  (B. Haru, structure 110)",S01778,W027,LGA03,4,yes
BAN-000771,"BAN-000771  (F. Nura, structure 103)",S01294,W017,LGA03,0,yes
BAN-000772,"BAN-000772  (U. Jibo, structure 176)",S01294,W017,LGA03,0,yes
BAN-000773,"BAN-000773  (M. Gani, structure 191)",S01294,W017,LGA03,1,yes
BAN-000774,"BAN-000774  (R. Pama, structure 68)",S01494,W020,LGA01,2,yes
BAN-000775,"BAN-000775  (I. Funo, structure 142)",S01494,W020,LGA01,3,yes
BAN-000776,"BAN-000776  (Y. Kabo, structure 134)",S01494,W020,LGA01,3,no
BAN-000777,"BAN-000777  (I. Tanko, structure 114)",S01494,W020,LGA01,0,yes
BAN-000778,"BAN-000778  (R. Dogo, structure 95)",S01494,W020,LGA01,2,yes
BAN-000779,"BAN-000779  (R. Wada, structure 231)",S00230,W003,LGA01,3,yes
BAN-000780,"BAN-000780  (H. Rabi, structure 28)",S00230,W003,LGA01,3,yes
BAN-000781,"BAN-000781  (U. Isa, structure 18)",S00692,W008,LGA01,1,yes
BAN-000782,"BAN-000782  (F. Zubi, structure 87)",S00692,W008,LGA01,1,yes
BAN-000783,"BAN-000783  (S. Funo, structure 22)",S00692,W008,LGA01,1,yes
BAN-000784,"BAN-000784  (Z. Ede, structure 191)",S00692,W008,LGA01,0,yes
BAN-000785,"BAN-000785  (U. Oje, structure 175)",S02496,W040,LGA04,3,yes
BAN-000786,"BAN-000786  (Y. Bala, structure 171)",S02496,W040,LGA04,2,yes
BAN-000787,"BAN-000787  (U. Lami, structure 233)",S02496,W040,LGA04,4,yes
BAN-000788,"BAN-000788  (H. Umar, structure 224)",S02496,W040,LGA04,2,yes
BAN-000789,"BAN-000789  (S. Zubi, structure 182)",S02496,W040,LGA04,1,yes
BAN-000790,"BAN-000790  (U. Pama, structure 36)",S01963,W030,LGA04,2,yes
BAN-000791,"BAN-000791  (U. Musa, structure 37)",S01963,W030,LGA04,2,yes
BAN-000792,"BAN-000792  (S. Abu, structure 40)",S01963,W030,LGA04,0,yes
BAN-000793,"BAN-000793  (Y. Gani, structure 81)",S01963,W030,LGA04,4,yes
BAN-000794,"BAN-000794  (A. Tanko, structure 6)",S00412,W006,LGA01,4,yes
BAN-000795,"BAN-000795  (M. Jibo, structure 55)",S00412,W006,LGA01,0,yes
BAN-000796,"BAN-000796  (U. Pama, structure 142)",S00412,W006,LGA01,1,yes
BAN-000797,"BAN-000797  (F. Musa, structure 125)",S00412,W006,LGA01,1,yes
BAN-000798,"BAN-000798  (B. Umar, structure 233)",S00412,W006,LGA01,1,yes
BAN-000799,"BAN-000799  (K. Rabi, structure 46)",S00412,W006,LGA01,0,yes
BAN-000800,"BAN-000800  (B. Dogo, structure 218)",S00412,W006,LGA01,4,yes
BAN-000801,"BAN-000801  (U. Umar, structure 98)",S00322,W003,LGA01,4,yes
BAN-000802,"BAN-000802  (R. Pama, structure 251)",S00322,W003,LGA01,1,yes
BAN-000803,"BAN-000803  (F. Jibo, structure 213)",S00322,W003,LGA01,1,yes
BAN-000804,"BAN-000804  (B. Haru, structure 85)",S00322,W003,LGA01,3,yes
BAN-000805,"BAN-000805  (R. Kabo, structure 253)",S01212,W015,LGA01,2,yes
BAN-000806,"BAN-000806  (A. Rabi, structure 227)",S02297,W036,LGA04,4,yes
BAN-000807,"BAN-000807  (R. Nura, structure 231)",S01415,W019,LGA04,2,yes
BAN-000808,"BAN-000808  (B. Funo, structure 100)",S01415,W019,LGA04,1,yes
BAN-000809,"BAN-000809  (I. Nura, structure 91)",S01415,W019,LGA04,2,yes
BAN-000810,"BAN-000810  (S. Cham, structure 178)",S00320,W003,LGA01,4,yes
BAN-000811,"BAN-000811  (B. Jibo, structure 131)",S00320,W003,LGA01,4,yes
BAN-000812,"BAN-000812  (F. Oje, structure 148)",S00320,W003,LGA01,2,yes
BAN-000813,"BAN-000813  (I. Wada, structure 186)",S00518,W006,LGA01,2,yes
BAN-000814,"BAN-000814  (F. Gani, structure 250)",S01682,W025,LGA04,1,yes
BAN-000815,"BAN-000815  (A. Wada, structure 38)",S01682,W025,LGA04,4,no
BAN-000816,"BAN-000816  (R. Funo, structure 67)",S01489,W020,LGA01,2,yes
BAN-000817,"BAN-000817  (Z. Funo, structure 75)",S01489,W020,LGA01,0,no
BAN-000818,"BAN-000818  (F. Musa, structure 80)",S01490,W020,LGA01,4,yes
BAN-000819,"BAN-000819  (H. Nura, structure 9)",S01490,W020,LGA01,3,yes
BAN-000820,"BAN-000820  (K. Umar, structure 166)",S01490,W020,LGA01,3,yes
BAN-000821,"BAN-000821  (I. Lami, structure 241)",S01490,W020,LGA01,0,yes
BAN-000822,"BAN-000822  (M. Umar, structure 15)",S01490,W020,LGA01,0,yes
BAN-000823,"BAN-000823  (Y. Dogo, structure 219)",S00966,W013,LGA02,1,yes
BAN-000824,"BAN-000824  (F. Lami, structure 19)",S00966,W013,LGA02,4,yes
BAN-000825,"BAN-000825  (Z. Musa, structure 143)",S00966,W013,LGA02,1,yes
BAN-000826,"BAN-000826  (I. Wada, structure 200)",S00966,W013,LGA02,2,yes
BAN-000827,"BAN-000827  (M. Rabi, structure 27)",S00443,W006,LGA01,0,yes
BAN-000828,"BAN-000828  (Z. Nura, structure 108)",S00443,W006,LGA01,2,yes
BAN-000829,"BAN-000829  (B. Jibo, structure 99)",S01977,W030,LGA04,4,yes
BAN-000830,"BAN-000830  (U. Gani, structure 249)",S01332,W018,LGA02,3,yes
BAN-000831,"BAN-000831  (B. Haru, structure 196)",S01332,W018,LGA02,0,yes
BAN-000832,"BAN-000832  (B. Zubi, structure 165)",S01332,W018,LGA02,4,yes
BAN-000833,"BAN-000833  (B. Wada, structure 190)",S01195,W015,LGA01,3,yes
BAN-000834,"BAN-000834  (H. Nura, structure 179)",S01195,W015,LGA01,2,yes
BAN-000835,"BAN-000835  (R. Gani, structure 78)",S01195,W015,LGA01,3,yes
BAN-000836,"BAN-000836  (A. Haru, structure 105)",S00362,W004,LGA02,4,yes
BAN-000837,"BAN-000837  (S. Tanko, structure 29)",S01002,W014,LGA01,1,yes
BAN-000838,"BAN-000838  (M. Umar, structure 170)",S01002,W014,LGA01,3,no
BAN-000839,"BAN-000839  (U. Wada, structure 29)",S02314,W037,LGA03,2,yes
BAN-000840,"BAN-000840  (B. Ede, structure 3)",S00494,W006,LGA01,1,yes
BAN-000841,"BAN-000841  (A. Dogo, structure 224)",S00494,W006,LGA01,4,yes
BAN-000842,"BAN-000842  (F. Rabi, structure 24)",S02127,W033,LGA03,2,yes
BAN-000843,"BAN-000843  (H. Wada, structure 153)",S02127,W033,LGA03,3,yes
BAN-000844,"BAN-000844  (U. Jibo, structure 99)",S02127,W033,LGA03,4,yes
BAN-000845,"BAN-000845  (Z. Haru, structure 168)",S02127,W033,LGA03,1,yes
BAN-000846,"BAN-000846  (S. Lami, structure 36)",S00704,W008,LGA01,1,yes
BAN-000847,"BAN-000847  (S. Lami, structure 144)",S00704,W008,LGA01,2,yes
BAN-000848,"BAN-000848  (I. Kabo, structure 236)",S01453,W020,LGA01,3,yes
BAN-000849,"BAN-000849  (I. Funo, structure 190)",S01453,W020,LGA01,0,yes
BAN-000850,"BAN-000850  (F. Oje, structure 196)",S01453,W020,LGA01,4,no
BAN-000851,"BAN-000851  (H. Pama, structure 7)",S01453,W020,LGA01,3,yes
BAN-000852,"BAN-000852  (R. Kabo, structure 255)",S01203,W015,LGA01,2,yes
BAN-000853,"BAN-000853  (M. Lami, structure 163)",S02343,W037,LGA03,4,yes
BAN-000854,"BAN-000854  (Z. Funo, structure 190)",S01638,W024,LGA04,0,yes
BAN-000855,"BAN-000855  (B. Wada, structure 224)",S01638,W024,LGA04,1,yes
BAN-000856,"BAN-000856  (S. Tanko, structure 7)",S00539,W007,LGA01,4,yes
BAN-000857,"BAN-000857  (S. Musa, structure 198)",S00015,W001,LGA01,0,yes
BAN-000858,"BAN-000858  (U. Abu, structure 32)",S00015,W001,LGA01,4,yes
BAN-000859,"BAN-000859  (A. Wada, structure 163)",S00015,W001,LGA01,3,no
BAN-000860,"BAN-000860  (A. Musa, structure 154)",S00015,W001,LGA01,4,yes
BAN-000861,"BAN-000861  (M. Jibo, structure 158)",S00015,W001,LGA01,2,yes
BAN-000862,"BAN-000862  (U. Yaro, structure 78)",S00015,W001,LGA01,3,yes
BAN-000863,"BAN-000863  (A. Yaro, structure 137)",S00682,W008,LGA01,1,yes
BAN-000864,"BAN-000864  (F. Funo, structure 5)",S00682,W008,LGA01,1,yes
BAN-000865,"BAN-000865  (S. Abu, structure 3)",S00682,W008,LGA01,0,yes
BAN-000866,"BAN-000866  (U. Dogo, structure 172)",S00875,W011,LGA02,3,yes
BAN-000867,"BAN-000867  (K. Tanko, structure 205)",S00875,W011,LGA02,1,yes
BAN-000868,"BAN-000868  (A. Umar, structure 141)",S00875,W011,LGA02,3,no
BAN-000869,"BAN-000869  (S. Umar, structure 242)",S01991,W031,LGA03,4,yes
BAN-000870,"BAN-000870  (R. Gani, structure 1)",S00428,W006,LGA01,1,yes
BAN-000871,"BAN-000871  (A. Rabi, structure 120)",S01305,W017,LGA03,2,yes
BAN-000872,"BAN-000872  (M. Dogo, structure 74)",S02415,W038,LGA03,3,no
BAN-000873,"BAN-000873  (Z. Umar, structure 178)",S00380,W005,LGA02,0,no
BAN-000874,"BAN-000874  (K. Nura, structure 139)",S00380,W005,LGA02,2,no
BAN-000875,"BAN-000875  (U. Haru, structure 162)",S00380,W005,LGA02,0,yes
BAN-000876,"BAN-000876  (Z. Lami, structure 232)",S00380,W005,LGA02,4,yes
BAN-000877,"BAN-000877  (R. Dogo, structure 253)",S00468,W006,LGA01,2,yes
BAN-000878,"BAN-000878  (S. Rabi, structure 72)",S00468,W006,LGA01,1,yes
BAN-000879,"BAN-000879  (K. Bala, structure 81)",S00468,W006,LGA01,0,yes
BAN-000880,"BAN-000880  (Y. Yaro, structure 54)",S02201,W034,LGA03,0,yes
BAN-000881,"BAN-000881  (I. Oje, structure 7)",S02201,W034,LGA03,0,yes
BAN-000882,"BAN-000882  (I. Pama, structure 203)",S02201,W034,LGA03,4,yes
BAN-000883,"BAN-000883  (R. Kabo, structure 101)",S01819,W028,LGA04,0,yes
BAN-000884,"BAN-000884  (Y. Rabi, structure 74)",S01819,W028,LGA04,0,yes
BAN-000885,"BAN-000885  (F. Umar, structure 210)",S01819,W028,LGA04,4,no
BAN-000886,"BAN-000886  (K. Wada, structure 131)",S01819,W028,LGA04,0,yes
BAN-000887,"BAN-000887  (Z. Cham, structure 195)",S01862,W029,LGA04,4,yes
BAN-000888,"BAN-000888  (M. Funo, structure 186)",S00225,W003,LGA01,0,yes
BAN-000889,"BAN-000889  (Y. Kabo, structure 112)",S00225,W003,LGA01,3,yes
BAN-000890,"BAN-000890  (K. Haru, structure 22)",S00225,W003,LGA01,4,yes
BAN-000891,"BAN-000891  (K. Cham, structure 242)",S01079,W014,LGA01,3,yes
BAN-000892,"BAN-000892  (K. Isa, structure 3)",S01079,W014,LGA01,3,yes
BAN-000893,"BAN-000893  (B. Sule, structure 88)",S01079,W014,LGA01,3,yes
BAN-000894,"BAN-000894  (F. Rabi, structure 25)",S01157,W015,LGA01,4,yes
BAN-000895,"BAN-000895  (A. Funo, structure 232)",S01157,W015,LGA01,0,yes
BAN-000896,"BAN-000896  (B. Funo, structure 184)",S01157,W015,LGA01,1,yes
BAN-000897,"BAN-000897  (M. Oje, structure 61)",S01157,W015,LGA01,2,yes
BAN-000898,"BAN-000898  (Z. Umar, structure 89)",S00666,W008,LGA01,1,yes
BAN-000899,"BAN-000899  (M. Gani, structure 134)",S02417,W038,LGA03,4,yes
BAN-000900,"BAN-000900  (R. Musa, structure 253)",S00414,W006,LGA01,4,yes
BAN-000901,"BAN-000901  (H. Dogo, structure 72)",S00414,W006,LGA01,0,yes
BAN-000902,"BAN-000902  (B. Rabi, structure 258)",S01569,W022,LGA03,4,no
BAN-000903,"BAN-000903  (K. Funo, structure 228)",S01569,W022,LGA03,3,yes
BAN-000904,"BAN-000904  (S. Haru, structure 223)",S01569,W022,LGA03,0,yes
BAN-000905,"BAN-000905  (R. Wada, structure 229)",S01569,W022,LGA03,0,yes
BAN-000906,"BAN-000906  (U. Sule, structure 50)",S01559,W022,LGA03,3,yes
BAN-000907,"BAN-000907  (H. Jibo, structure 72)",S01559,W022,LGA03,2,yes
BAN-000908,"BAN-000908  (Z. Oje, structure 76)",S01559,W022,LGA03,0,yes
BAN-000909,"BAN-000909  (I. Ede, structure 52)",S00116,W001,LGA01,0,yes
BAN-000910,"BAN-000910  (K. Abu, structure 111)",S00116,W001,LGA01,2,yes
BAN-000911,"BAN-000911  (R. Funo, structure 127)",S00116,W001,LGA01,2,yes
BAN-000912,"BAN-000912  (Z. Zubi, structure 233)",S00706,W008,LGA01,4,yes
BAN-000913,"BAN-000913  (H. Musa, structure 97)",S00706,W008,LGA01,2,yes
BAN-000914,"BAN-000914  (H. Nura, structure 71)",S00706,W008,LGA01,3,yes
BAN-000915,"BAN-000915  (R. Rabi, structure 32)",S01156,W015,LGA01,0,yes
BAN-000916,"BAN-000916  (H. Zubi, structure 37)",S01156,W015,LGA01,1,no
BAN-000917,"BAN-000917  (I. Isa, structure 14)",S01739,W026,LGA03,4,yes
BAN-000918,"BAN-000918  (A. Bala, structure 146)",S00259,W003,LGA01,1,yes
BAN-000919,"BAN-000919  (B. Rabi, structure 101)",S00259,W003,LGA01,0,yes
BAN-000920,"BAN-000920  (K. Musa, structure 63)",S02471,W039,LGA04,4,no
BAN-000921,"BAN-000921  (Y. Nura, structure 18)",S01142,W015,LGA01,0,yes
BAN-000922,"BAN-000922  (I. Nura, structure 98)",S01142,W015,LGA01,4,yes
BAN-000923,"BAN-000923  (I. Abu, structure 24)",S01142,W015,LGA01,1,yes
BAN-000924,"BAN-000924  (K. Abu, structure 35)",S01132,W015,LGA01,3,yes
BAN-000925,"BAN-000925  (S. Yaro, structure 210)",S01132,W015,LGA01,2,yes
BAN-000926,"BAN-000926  (H. Isa, structure 240)",S01132,W015,LGA01,0,yes
BAN-000927,"BAN-000927  (Y. Sule, structure 20)",S00219,W002,LGA01,0,no
BAN-000928,"BAN-000928  (F. Haru, structure 215)",S00219,W002,LGA01,2,no
BAN-000929,"BAN-000929  (K. Rabi, structure 115)",S02483,W040,LGA04,1,no
BAN-000930,"BAN-000930  (S. Ede, structure 5)",S02483,W040,LGA04,4,yes
BAN-000931,"BAN-000931  (Y. Wada, structure 103)",S02483,W040,LGA04,0,yes
BAN-000932,"BAN-000932  (I. Gani, structure 66)",S01768,W027,LGA03,2,yes
BAN-000933,"BAN-000933  (S. Tanko, structure 72)",S01768,W027,LGA03,0,no
BAN-000934,"BAN-000934  (Y. Dogo, structure 29)",S01768,W027,LGA03,0,yes
BAN-000935,"BAN-000935  (I. Gani, structure 48)",S00945,W012,LGA02,4,yes
BAN-000936,"BAN-000936  (U. Jibo, structure 257)",S00945,W012,LGA02,1,no
BAN-000937,"BAN-000937  (Y. Tanko, structure 204)",S00945,W012,LGA02,0,yes
BAN-000938,"BAN-000938  (U. Kabo, structure 226)",S00945,W012,LGA02,3,yes
BAN-000939,"BAN-000939  (Z. Sule, structure 9)",S02383,W038,LGA03,1,yes
BAN-000940,"BAN-000940  (B. Sule, structure 162)",S02383,W038,LGA03,0,yes
BAN-000941,"BAN-000941  (I. Nura, structure 160)",S02383,W038,LGA03,0,yes
BAN-000942,"BAN-000942  (K. Yaro, structure 79)",S00434,W006,LGA01,1,yes
BAN-000943,"BAN-000943  (Z. Gani, structure 81)",S00434,W006,LGA01,0,yes
BAN-000944,"BAN-000944  (A. Gani, structure 88)",S00434,W006,LGA01,1,yes
BAN-000945,"BAN-000945  (Y. Abu, structure 217)",S01144,W015,LGA01,2,yes
BAN-000946,"BAN-000946  (I. Bala, structure 228)",S01144,W015,LGA01,0,yes
BAN-000947,"BAN-000947  (H. Pama, structure 198)",S01144,W015,LGA01,0,yes
BAN-000948,"BAN-000948  (F. Abu, structure 8)",S01936,W030,LGA04,0,yes
BAN-000949,"BAN-000949  (Z. Nura, structure 57)",S01936,W030,LGA04,1,yes
BAN-000950,"BAN-000950  (I. Sule, structure 78)",S01936,W030,LGA04,2,no
BAN-000951,"BAN-000951  (U. Gani, structure 70)",S01936,W030,LGA04,4,yes
BAN-000952,"BAN-000952  (H. Wada, structure 21)",S01936,W030,LGA04,2,yes
BAN-000953,"BAN-000953  (K. Bala, structure 109)",S01936,W030,LGA04,3,yes
BAN-000954,"BAN-000954  (K. Oje, structure 87)",S01936,W030,LGA04,3,yes
BAN-000955,"BAN-000955  (H. Lami, structure 23)",S00559,W007,LGA01,4,yes
BAN-000956,"BAN-000956  (Y. Oje, structure 157)",S00559,W007,LGA01,1,yes
BAN-000957,"BAN-000957  (F. Bala, structure 18)",S00559,W007,LGA01,1,yes
BAN-000958,"BAN-000958  (M. Kabo, structure 256)",S01725,W026,LGA03,2,yes
BAN-000959,"BAN-000959  (R. Umar, structure 13)",S01725,W026,LGA03,0,yes
BAN-000960,"BAN-000960  (F. Zubi, structure 53)",S01725,W026,LGA03,4,yes
BAN-000961,"BAN-000961  (H. Haru, structure 214)",S01725,W026,LGA03,3,yes
BAN-000962,"BAN-000962  (Z. Tanko, structure 40)",S00124,W002,LGA01,3,yes
BAN-000963,"BAN-000963  (K. Yaro, structure 124)",S00185,W002,LGA01,3,yes
BAN-000964,"BAN-000964  (U. Abu, structure 79)",S00185,W002,LGA01,4,yes
BAN-000965,"BAN-000965  (I. Ede, structure 167)",S00185,W002,LGA01,2,yes
BAN-000966,"BAN-000966  (Y. Sule, structure 255)",S00185,W002,LGA01,3,yes
BAN-000967,"BAN-000967  (S. Tanko, structure 198)",S00185,W002,LGA01,1,yes
BAN-000968,"BAN-000968  (U. Sule, structure 15)",S01238,W016,LGA02,1,yes
BAN-000969,"BAN-000969  (I. Pama, structure 109)",S01238,W016,LGA02,4,yes
BAN-000970,"BAN-000970  (Y. Zubi, structure 77)",S00961,W013,LGA02,0,yes
BAN-000971,"BAN-000971  (Y. Oje, structure 24)",S00379,W005,LGA02,2,yes
BAN-000972,"BAN-000972  (U. Nura, structure 219)",S00382,W005,LGA02,3,yes
BAN-000973,"BAN-000973  (B. Rabi, structure 137)",S02050,W032,LGA04,0,yes
BAN-000974,"BAN-000974  (K. Haru, structure 208)",S02050,W032,LGA04,4,yes
